"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Nov 19 2016","2457711","501249601","57.03","1.65e-7","4.20e-8","-2.1","-","1e-8","0","bin1010.log"
"Nov 22 2016","2457714","501508801","130.5","3.41e-7","5.60e-8","-2.1","-","1e-8","0","bin1011.log"
"Nov 25 2016","2457717","501768001","31.39","1.29e-7","3.98e-8","-2.1","-","1e-8","0","bin1012.log"
"Nov 28 2016","2457720","502027201","103.34","2.63e-7","5.20e-8","-2.1","-","1e-8","0","bin1013.log"
"Dec 01 2016","2457724","502286401","121.54","3.26e-7","5.70e-8","-2.1","-","1e-8","0","bin1014.log"
"Dec 04 2016","2457727","502545601","24.03","1.13e-7","3.77e-8","-2.1","-","1e-8","0","bin1015.log"
"Dec 07 2016","2457730","502804801","54.27","1.64e-7","4.30e-8","-2.1","-","1e-8","0","bin1016.log"
"Dec 10 2016","2457733","503064001","52.72","1.73e-7","4.40e-8","-2.1","-","1e-8","0","bin1017.log"
"Dec 13 2016","2457736","503323201","47.03","1.70e-7","4.50e-8","-2.1","-","1e-8","0","bin1018.log"
"Dec 16 2016","2457739","503582401","22.78","1.57e-7","5.40e-8","-2.1","-","1e-8","0","bin1019.log"
"Dec 19 2016","2457742","503841601","41.91","1.95e-7","5.20e-8","-2.1","-","1e-8","0","bin1020.log"
"Dec 22 2016","2457745","504100801","65.61","2.72e-7","5.90e-8","-2.1","-","1e-8","0","bin1021.log"
"Dec 25 2016","2457748","504360001","245.51","5.90e-7","7.80e-8","-2.1","-","1e-8","0","bin1022.log"
"Dec 28 2016","2457751","504619201","132.55","3.60e-7","6.50e-8","-2.1","-","1e-8","0","bin1023.log"
"Dec 31 2016","2457754","504878401","100.81","3.56e-7","6.80e-8","-2.1","-","1e-8","0","bin1024.log"
"Jan 03 2017","2457756","505137601","67.11","2.91e-7","6.00e-8","-2.1","-","1e-8","0","bin1025.log"
"Jan 06 2017","2457759","505396801","65.81","1.93e-7","4.80e-8","-2.1","-","1e-8","0","bin1026.log"
"Jan 09 2017","2457762","505656001","16.84","7.48e-8","3.49e-8","-2.1","-","1e-8","0","bin1027.log"
"Jan 12 2017","2457765","505915201","20.15","1.25e-7","4.30e-8","-2.1","-","1e-8","0","bin1028.log"
"Jan 15 2017","2457768","506174401","15.36","1.16e-7","4.28e-8","-2.1","-","1e-8","0","bin1029.log"
"Jan 18 2017","2457771","506433601","38.41","1.24e-7","3.69e-8","-2.1","-","1e-8","0","bin1030.log"
"Jan 21 2017","2457774","506692801","88.24","2.08e-7","4.70e-8","-2.1","-","1e-8","0","bin1031.log"
"Jan 24 2017","2457777","506952001","17.76","9.33e-8","3.77e-8","-2.1","-","1e-8","0","bin1032.log"
"Jan 27 2017","2457780","507211201","23.14","8.57e-8","3.37e-8","-2.1","-","1e-8","0","bin1033.log"
"Jan 30 2017","2457783","507470401","7.98","4.99e-8","2.95e-8","-2.1","-","1e-8","0","bin1034.log"
"Feb 02 2017","2457786","507729601","6.21","3.48e-8","2.55e-8","-2.1","-","1e-8","0","bin1035.log"
"Feb 05 2017","2457789","507988801","46.74","1.66e-7","4.40e-8","-2.1","-","1e-8","0","bin1036.log"
"Feb 08 2017","2457792","508248001","33.29","1.71e-7","4.70e-8","-2.1","-","1e-8","0","bin1037.log"
"Feb 11 2017","2457795","508507201","14.78","9.82e-8","3.99e-8","-2.1","-","1e-8","0","bin1038.log"
"Feb 14 2017","2457798","508766401","6.65","7.22e-8","3.88e-8","-2.1","-","1e-8","0","bin1039.log"
"Feb 17 2017","2457801","509025601","2.64","< 1.36e-7","-","-","-","1e-8","0","bin1040.log"
"Feb 20 2017","2457804","509284801","15.61","5.81e-8","2.84e-8","-2.1","-","1e-8","0","bin1041.log"
"Feb 23 2017","2457807","509544001","22.89","1.38e-7","4.63e-8","-2.1","-","1e-8","0","bin1042.log"
"Feb 26 2017","2457810","509803201","12.93","1.05e-7","4.12e-8","-2.1","-","1e-8","0","bin1043.log"
"Mar 01 2017","2457815","510062401","19.03","8.34e-8","3.63e-8","-2.1","-","1e-8","0","bin1044.log"
"Mar 04 2017","2457818","510321601","4.22","3.14e-8","2.41e-8","-2.1","-","1e-8","0","bin1045.log"
"Mar 07 2017","2457821","510580801","6.51","6.21e-8","3.36e-8","-2.1","-","1e-8","0","bin1046.log"
"Mar 10 2017","2457824","510840001","14.91","7.62e-8","3.41e-8","-2.1","-","1e-8","0","bin1047.log"
"Mar 13 2017","2457827","511099201","20.7","1.39e-7","4.48e-8","-2.1","-","1e-8","0","bin1048.log"
"Mar 16 2017","2457830","511358401","0.5","< 8.33e-8","-","-","-","1e-8","0","bin1049.log"
"Mar 19 2017","2457833","511617601","4.93","3.93e-8","2.61e-8","-2.1","-","1e-8","0","bin1050.log"
"Mar 22 2017","2457836","511876801","3.21","< 1.07e-7","-","-","-","1e-8","0","bin1051.log"
"Mar 25 2017","2457839","512136001","3.46","< 1.13e-7","-","-","-","1e-8","0","bin1052.log"
"Mar 28 2017","2457842","512395201","4.54","3.14e-8","2.44e-8","-2.1","-","1e-8","0","bin1053.log"
"Mar 31 2017","2457845","512654401","2.27","< 1.27e-7","-","-","-","1e-8","0","bin1054.log"
"Apr 03 2017","2457848","512913601","0.2","< 5.27e-8","-","-","-","1e-8","0","bin1055.log"
"Apr 06 2017","2457851","513172801","2.14","< 4.80e-8","-","-","-","1e-8","0","bin1056.log"
"Apr 09 2017","2457854","513432001","10.55","5.46e-8","2.30e-8","-2.1","-","1e-8","0","bin1057.log"
"Apr 12 2017","2457857","513691201","1.27","< 8.97e-8","-","-","-","1e-8","0","bin1058.log"
"Apr 15 2017","2457860","513950401","0.49","< 8.44e-8","-","-","-","1e-8","0","bin1059.log"
"Apr 18 2017","2457863","514209601","9","7.78e-8","4.23e-8","-2.1","-","1e-8","0","bin1060.log"
"Apr 21 2017","2457866","514468801","0","< 6.83e-8","-","-","-","1e-8","0","bin1061.log"
"Apr 24 2017","2457869","514728001","2.37","< 1.11e-7","-","-","-","1e-8","0","bin1062.log"
"Apr 27 2017","2457872","514987201","7.65","6.05e-8","3.13e-8","-2.1","-","1e-8","0","bin1063.log"
"Apr 30 2017","2457875","515246401","8.65","8.40e-8","3.78e-8","-2.1","-","1e-8","0","bin1064.log"
"May 03 2017","2457878","515505601","33.75","1.76e-7","4.80e-8","-2.1","-","1e-8","0","bin1065.log"
"May 06 2017","2457881","515764801","21.29","9.69e-8","3.65e-8","-2.1","-","1e-8","0","bin1066.log"
"May 09 2017","2457884","516024001","131.47","3.62e-7","5.90e-8","-2.1","-","1e-8","0","bin1067.log"
"May 12 2017","2457887","516283201","131.31","3.90e-7","6.10e-8","-2.1","-","1e-8","0","bin1068.log"
"May 15 2017","2457890","516542401","67.02","2.55e-7","5.20e-8","-2.1","-","1e-8","0","bin1069.log"
"May 18 2017","2457893","516801601","104.48","2.70e-7","5.10e-8","-2.1","-","1e-8","0","bin1070.log"
"May 21 2017","2457896","517060801","117.97","2.77e-7","5.20e-8","-2.1","-","1e-8","0","bin1071.log"
"May 24 2017","2457899","517320001","23.44","1.42e-7","4.74e-8","-2.1","-","1e-8","0","bin1072.log"
"May 27 2017","2457902","517579201","56.96","2.52e-7","6.00e-8","-2.1","-","1e-8","0","bin1073.log"
"May 30 2017","2457905","517838401","22.87","1.37e-7","4.85e-8","-2.1","-","1e-8","0","bin1074.log"
"Jun 02 2017","2457907","518097601","7.05","8.93e-8","4.49e-8","-2.1","-","1e-8","0","bin1075.log"
"Jun 05 2017","2457910","518356801","28.56","1.65e-7","4.80e-8","-2.1","-","1e-8","0","bin1076.log"
"Jun 08 2017","2457913","518616001","72.12","1.91e-7","4.30e-8","-2.1","-","1e-8","0","bin1077.log"
"Jun 11 2017","2457916","518875201","10.75","8.30e-8","4.01e-8","-2.1","-","1e-8","0","bin1078.log"
"Jun 14 2017","2457919","519134401","38.07","1.83e-7","5.00e-8","-2.1","-","1e-8","0","bin1079.log"
"Jun 17 2017","2457922","519393601","16.2","1.14e-7","4.36e-8","-2.1","-","1e-8","0","bin1080.log"
"Jun 20 2017","2457925","519652801","42.59","1.62e-7","4.70e-8","-2.1","-","1e-8","0","bin1081.log"
"Jun 23 2017","2457928","519912001","15.16","9.39e-8","3.52e-8","-2.1","-","1e-8","0","bin1082.log"
"Jun 26 2017","2457931","520171201","27.65","1.52e-7","4.70e-8","-2.1","-","1e-8","0","bin1083.log"
"Jun 29 2017","2457934","520430401","41.82","1.79e-7","5.40e-8","-2.1","-","1e-8","0","bin1084.log"
"Jul 02 2017","2457938","520689601","31.98","1.65e-7","5.00e-8","-2.1","-","1e-8","0","bin1085.log"
"Jul 05 2017","2457941","520948801","36.31","1.31e-7","4.01e-8","-2.1","-","1e-8","0","bin1086.log"
"Jul 08 2017","2457944","521208001","50.73","1.15e-7","3.55e-8","-2.1","-","1e-8","0","bin1087.log"
"Jul 11 2017","2457947","521467201","93.05","3.22e-7","5.80e-8","-2.1","-","1e-8","0","bin1088.log"
"Jul 14 2017","2457950","521726401","322.58","6.79e-7","8.10e-8","-2.1","-","1e-8","0","bin1089.log"
"Jul 17 2017","2457953","521985601","660.5","1.21e-6","1.00e-7","-2.1","-","1e-8","0","bin1090.log"
"Jul 20 2017","2457956","522244801","363.64","8.17e-7","9.20e-8","-2.1","-","1e-8","0","bin1091.log"
"Jul 23 2017","2457959","522504001","207.96","5.32e-7","7.40e-8","-2.1","-","1e-8","0","bin1092.log"
"Jul 26 2017","2457962","522763201","76.01","2.76e-7","5.90e-8","-2.1","-","1e-8","0","bin1093.log"
"Jul 29 2017","2457965","523022401","66.04","2.56e-7","5.90e-8","-2.1","-","1e-8","0","bin1094.log"
"Aug 01 2017","2457967","523281601","82.02","2.64e-7","5.90e-8","-2.1","-","1e-8","0","bin1095.log"
"Aug 04 2017","2457970","523540801","13.5","1.08e-7","4.30e-8","-2.1","-","1e-8","0","bin1096.log"
"Aug 07 2017","2457973","523800001","32.71","1.56e-7","4.70e-8","-2.1","-","1e-8","0","bin1097.log"
"Aug 10 2017","2457976","524059201","44.7","1.79e-7","4.60e-8","-2.1","-","1e-8","0","bin1098.log"
"Aug 13 2017","2457979","524318401","30.97","1.15e-7","3.85e-8","-2.1","-","1e-8","0","bin1099.log"
"Aug 16 2017","2457982","524577601","55.97","1.89e-7","4.60e-8","-2.1","-","1e-8","0","bin1100.log"
"Aug 19 2017","2457985","524836801","55.96","1.76e-7","4.50e-8","-2.1","-","1e-8","0","bin1101.log"
"Aug 22 2017","2457988","525096001","18.18","1.26e-7","4.47e-8","-2.1","-","1e-8","0","bin1102.log"
"Aug 25 2017","2457991","525355201","40.57","1.28e-7","3.79e-8","-2.1","-","1e-8","0","bin1103.log"
"Aug 28 2017","2457994","525614401","7.71","6.97e-8","3.62e-8","-2.1","-","1e-8","0","bin1104.log"
"Aug 31 2017","2457997","525873601","97.9","2.48e-7","4.90e-8","-2.1","-","1e-8","0","bin1105.log"
"Sep 03 2017","2458000","526132801","18.64","9.93e-8","3.58e-8","-2.1","-","1e-8","0","bin1106.log"
"Sep 06 2017","2458003","526392001","23.85","1.21e-7","4.67e-8","-2.1","-","1e-8","0","bin1107.log"
"Sep 09 2017","2458006","526651201","50.72","2.17e-7","5.40e-8","-2.1","-","1e-8","0","bin1108.log"
"Sep 12 2017","2458009","526910401","9.19","9.02e-8","4.30e-8","-2.1","-","1e-8","0","bin1109.log"
"Sep 15 2017","2458012","527169601","21.86","1.44e-7","5.56e-8","-2.1","-","1e-8","0","bin1110.log"
"Sep 21 2017","2458018","527688001","17.71","1.14e-7","4.33e-8","-2.1","-","1e-8","0","bin1112.log"
"Sep 24 2017","2458021","527947201","36.26","1.90e-7","5.30e-8","-2.1","-","1e-8","0","bin1113.log"
"Sep 27 2017","2458024","528206401","155.59","4.52e-7","6.90e-8","-2.1","-","1e-8","0","bin1114.log"
"Sep 30 2017","2458027","528465601","92.14","3.20e-7","6.10e-8","-2.1","-","1e-8","0","bin1115.log"
"Oct 03 2017","2458030","528724801","132.07","3.83e-7","6.20e-8","-2.1","-","1e-8","0","bin1116.log"
"Oct 06 2017","2458033","528984001","79.46","2.42e-7","5.10e-8","-2.1","-","1e-8","0","bin1117.log"
"Oct 09 2017","2458036","529243201","127.3","4.30e-7","7.00e-8","-2.1","-","1e-8","0","bin1118.log"
"Oct 12 2017","2458039","529502401","200.7","4.80e-7","6.70e-8","-2.1","-","1e-8","0","bin1119.log"
"Oct 15 2017","2458042","529761601","231.61","5.21e-7","7.10e-8","-2.1","-","1e-8","0","bin1120.log"
"Oct 18 2017","2458045","530020801","440.05","8.78e-7","8.80e-8","-2.1","-","1e-8","0","bin1121.log"
"Oct 21 2017","2458048","530280001","421.58","7.55e-7","7.90e-8","-2.1","-","1e-8","0","bin1122.log"
"Oct 24 2017","2458051","530539201","484.21","8.07e-7","8.10e-8","-2.1","-","1e-8","0","bin1123.log"
"Oct 27 2017","2458054","530798401","458.97","9.24e-7","9.10e-8","-2.1","-","1e-8","0","bin1124.log"
"Oct 30 2017","2458057","531057601","1578.91","2.18e-6","1.30e-7","-2.1","-","1e-8","0","bin1125.log"
"Nov 02 2017","2458060","531316801","1335.17","1.89e-6","1.20e-7","-2.1","-","1e-8","0","bin1126.log"
"Nov 05 2017","2458063","531576001","1165.18","1.54e-6","1.10e-7","-2.1","-","1e-8","0","bin1127.log"
"Nov 08 2017","2458066","531835201","1737.6","2.05e-6","1.20e-7","-2.1","-","1e-8","0","bin1128.log"
"Nov 11 2017","2458069","532094401","1119.44","1.52e-6","1.00e-7","-2.1","-","1e-8","0","bin1129.log"
"Nov 14 2017","2458072","532353601","846.56","1.16e-6","9.00e-8","-2.1","-","1e-8","0","bin1130.log"
"Nov 17 2017","2458075","532612801","701.45","1.08e-6","8.90e-8","-2.1","-","1e-8","0","bin1131.log"
"Nov 20 2017","2458078","532872001","1139.8","1.52e-6","1.00e-7","-2.1","-","1e-8","0","bin1132.log"
"Nov 23 2017","2458081","533131201","1241.96","1.54e-6","1.00e-7","-2.1","-","1e-8","0","bin1133.log"
"Nov 26 2017","2458084","533390401","854.95","1.19e-6","9.00e-8","-2.1","-","1e-8","0","bin1134.log"
"Nov 29 2017","2458087","533649601","776.07","1.18e-6","9.00e-8","-2.1","-","1e-8","0","bin1135.log"
"Dec 02 2017","2458090","533908801","626.9","9.61e-7","8.60e-8","-2.1","-","1e-8","0","bin1136.log"
"Dec 05 2017","2458093","534168001","743.84","1.27e-6","1.00e-7","-2.1","-","1e-8","0","bin1137.log"
"Dec 08 2017","2458096","534427201","742.73","1.18e-6","1.00e-7","-2.1","-","1e-8","0","bin1138.log"
"Dec 11 2017","2458099","534686401","1062.45","1.40e-6","1.00e-7","-2.1","-","1e-8","0","bin1139.log"
"Dec 14 2017","2458102","534945601","1110.99","1.61e-6","1.10e-7","-2.1","-","1e-8","0","bin1140.log"
"Dec 17 2017","2458105","535204801","1421.32","1.62e-6","1.10e-7","-2.1","-","1e-8","0","bin1141.log"
"Dec 20 2017","2458108","535464001","655.37","9.69e-7","8.60e-8","-2.1","-","1e-8","0","bin1142.log"
"Dec 23 2017","2458111","535723201","379.96","7.22e-7","7.90e-8","-2.1","-","1e-8","0","bin1143.log"
"Dec 26 2017","2458114","535982401","286.81","5.62e-7","6.70e-8","-2.1","-","1e-8","0","bin1144.log"
"Dec 29 2017","2458117","536241601","204.65","4.45e-7","6.30e-8","-2.1","-","1e-8","0","bin1145.log"
"Jan 01 2018","2458119","536500801","198.4","4.54e-7","6.20e-8","-2.1","-","1e-8","0","bin1146.log"
"Jan 04 2018","2458122","536760001","188.64","4.62e-7","6.40e-8","-2.1","-","1e-8","0","bin1147.log"
"Jan 07 2018","2458125","537019201","229.15","5.46e-7","6.90e-8","-2.1","-","1e-8","0","bin1148.log"
"Jan 10 2018","2458128","537278401","351.71","7.17e-7","7.70e-8","-2.1","-","1e-8","0","bin1149.log"
"Jan 13 2018","2458131","537537601","267.64","5.13e-7","6.80e-8","-2.1","-","1e-8","0","bin1150.log"
"Jan 16 2018","2458134","537796801","119.23","4.32e-7","7.70e-8","-2.1","-","1e-8","0","bin1151.log"
"Jan 19 2018","2458137","538056001","117.18","5.45e-7","1.06e-7","-2.1","-","1e-8","0","bin1152.log"
"Jan 22 2018","2458140","538315201","75.98","5.11e-7","1.03e-7","-2.1","-","1e-8","0","bin1153.log"
"Jan 25 2018","2458143","538574401","69.38","2.78e-7","6.00e-8","-2.1","-","1e-8","0","bin1154.log"
"Jan 28 2018","2458146","538833601","55.88","2.27e-7","5.10e-8","-2.1","-","1e-8","0","bin1155.log"
"Jan 31 2018","2458149","539092801","10.26","1.59e-7","7.42e-8","-2.1","-","1e-8","0","bin1156.log"
"Feb 03 2018","2458152","539352001","0.18","< 3.60e-7","-","-","-","1e-8","0","bin1157.log"
"Feb 06 2018","2458155","539611201","50.28","3.33e-7","9.10e-8","-2.1","-","1e-8","0","bin1158.log"
"Feb 09 2018","2458158","539870401","50.24","1.90e-7","4.70e-8","-2.1","-","1e-8","0","bin1159.log"
"Feb 12 2018","2458161","540129601","66.86","2.22e-7","5.10e-8","-2.1","-","1e-8","0","bin1160.log"
"Feb 15 2018","2458164","540388801","159.65","4.29e-7","6.70e-8","-2.1","-","1e-8","0","bin1161.log"
"Feb 18 2018","2458167","540648001","199.12","5.08e-7","7.10e-8","-2.1","-","1e-8","0","bin1162.log"
"Feb 21 2018","2458170","540907201","225.35","4.92e-7","6.90e-8","-2.1","-","1e-8","0","bin1163.log"
"Feb 24 2018","2458173","541166401","203.29","5.03e-7","7.40e-8","-2.1","-","1e-8","0","bin1164.log"
"Feb 27 2018","2458176","541425601","190.92","4.77e-7","7.00e-8","-2.1","-","1e-8","0","bin1165.log"
"Mar 02 2018","2458181","541684801","173.63","4.75e-7","7.10e-8","-2.1","-","1e-8","0","bin1166.log"
"Mar 05 2018","2458184","541944001","83.45","2.67e-7","5.60e-8","-2.1","-","1e-8","0","bin1167.log"
"Mar 08 2018","2458187","542203201","51.86","1.78e-7","4.80e-8","-2.1","-","1e-8","0","bin1168.log"
"Mar 11 2018","2458190","542462401","69.35","2.88e-7","5.90e-8","-2.1","-","1e-8","0","bin1169.log"
"Mar 14 2018","2458193","542721601","16.38","1.88e-7","8.80e-8","-2.1","-","1e-8","0","bin1170.log"
"Mar 17 2018","2458196","542980801","5.53","9.56e-7","7.54e-7","-2.1","-","1e-8","0","bin1171.log"
"Apr 04 2018","2458214","544536001","52.41","2.34e-6","3.00e-8","-2.1","-","1e-8","101","bin1177.log"
"Apr 07 2018","2458217","544795201","61.46","9.28e-7","2.38e-7","-2.1","-","1e-8","0","bin1178.log"
"Apr 10 2018","2458220","545054401","114.46","7.97e-7","1.43e-7","-2.1","-","1e-8","0","bin1179.log"
"Apr 13 2018","2458223","545313601","144.69","6.22e-7","1.05e-7","-2.1","-","1e-8","0","bin1180.log"
"Apr 16 2018","2458226","545572801","163.96","5.44e-7","8.60e-8","-2.1","-","1e-8","0","bin1181.log"
"Apr 19 2018","2458229","545832001","111.07","4.17e-7","7.40e-8","-2.1","-","1e-8","0","bin1182.log"
"Apr 22 2018","2458232","546091201","32.86","2.99e-7","8.30e-8","-2.1","-","1e-8","0","bin1183.log"
"Apr 25 2018","2458235","546350401","64.21","5.01e-7","1.19e-7","-2.1","-","1e-8","0","bin1184.log"
"Apr 28 2018","2458238","546609601","66.8","8.14e-7","2.14e-7","-2.1","-","1e-8","0","bin1185.log"
"May 01 2018","2458241","546868801","218.09","3.77e-7","4.80e-8","-2.1","-","1e-8","0","bin1186.log"
"May 04 2018","2458244","547128001","373.98","4.71e-7","4.60e-8","-2.1","-","1e-8","0","bin1187.log"
"May 07 2018","2458247","547387201","864.96","7.85e-7","5.60e-8","-2.1","-","1e-8","0","bin1188.log"
"May 10 2018","2458250","547646401","774.52","7.36e-7","5.50e-8","-2.1","-","1e-8","0","bin1189.log"
"May 13 2018","2458253","547905601","383.7","6.48e-7","6.70e-8","-2.1","-","1e-8","0","bin1190.log"
"May 22 2018","2458262","548683201","491.49","6.11e-7","5.50e-8","-2.1","-","1e-8","0","bin1193.log"
"May 25 2018","2458265","548942401","556.11","6.08e-7","5.40e-8","-2.1","-","1e-8","0","bin1194.log"
"May 28 2018","2458268","549201601","314.96","4.52e-7","5.10e-8","-2.1","-","1e-8","0","bin1195.log"
"May 31 2018","2458271","549460801","196.94","3.73e-7","4.90e-8","-2.1","-","1e-8","0","bin1196.log"
"Jun 03 2018","2458274","549720001","113.94","2.84e-7","4.70e-8","-2.1","-","1e-8","0","bin1197.log"
"Jun 06 2018","2458277","549979201","62.95","1.85e-7","4.10e-8","-2.1","-","1e-8","0","bin1198.log"
"Jun 09 2018","2458280","550238401","115.28","2.95e-7","5.30e-8","-2.1","-","1e-8","0","bin1199.log"
"Jun 12 2018","2458283","550497601","68.05","2.99e-7","6.90e-8","-2.1","-","1e-8","0","bin1200.log"
"Jun 15 2018","2458286","550756801","30.76","2.15e-7","7.50e-8","-2.1","-","1e-8","0","bin1201.log"
"Jun 18 2018","2458289","551016001","12.61","1.82e-7","7.80e-8","-2.1","-","1e-8","0","bin1202.log"
"Jun 21 2018","2458292","551275201","81.58","1.68e-7","3.30e-8","-2.1","-","1e-8","0","bin1203.log"
"Jun 24 2018","2458295","551534401","90.7","1.48e-7","3.00e-8","-2.1","-","1e-8","0","bin1204.log"
"Jun 27 2018","2458298","551793601","0","< -1.00e+0","-","-","-","1e-8","101","bin1205.log"
"Jul 06 2018","2458307","552571201","20.03","1.28e-7","4.88e-8","-2.1","-","1e-8","0","bin1208.log"
"Jul 09 2018","2458310","552830401","52.36","1.68e-7","4.10e-8","-2.1","-","1e-8","0","bin1209.log"
"Jul 12 2018","2458313","553089601","43.36","1.45e-7","3.70e-8","-2.1","-","1e-8","0","bin1210.log"
"Jul 15 2018","2458316","553348801","32.13","9.72e-8","3.09e-8","-2.1","-","1e-8","0","bin1211.log"
"Jul 18 2018","2458319","553608001","23.9","1.03e-7","3.27e-8","-2.1","-","1e-8","0","bin1212.log"
"Jul 21 2018","2458322","553867201","33.57","1.50e-7","4.20e-8","-2.1","-","1e-8","0","bin1213.log"
"Jul 24 2018","2458325","554126401","33.03","1.38e-7","4.13e-8","-2.1","-","1e-8","0","bin1214.log"
"Jul 27 2018","2458328","554385601","26.74","1.85e-7","6.70e-8","-2.1","-","1e-8","0","bin1215.log"
"Jul 30 2018","2458331","554644801","64.23","3.48e-7","7.60e-8","-2.1","-","1e-8","0","bin1216.log"
"Aug 02 2018","2458333","554904001","181.91","4.65e-7","6.70e-8","-2.1","-","1e-8","0","bin1217.log"
"Aug 05 2018","2458336","555163201","117.98","3.03e-7","5.20e-8","-2.1","-","1e-8","0","bin1218.log"
"Aug 08 2018","2458339","555422401","30.27","1.31e-7","3.88e-8","-2.1","-","1e-8","0","bin1219.log"
"Aug 11 2018","2458342","555681601","74.66","1.75e-7","3.60e-8","-2.1","-","1e-8","0","bin1220.log"
"Aug 14 2018","2458345","555940801","33","1.03e-7","3.08e-8","-2.1","-","1e-8","0","bin1221.log"
"Aug 17 2018","2458348","556200001","0","< -1.00e+0","-","-","-","1e-8","101","bin1222.log"
"Aug 23 2018","2458354","556718401","0","< 6.24e-7","-","-","-","1e-8","0","bin1224.log"
"Aug 26 2018","2458357","556977601","4.32","7.48e-8","7.47e-8","-2.1","-","1e-8","0","bin1225.log"
"Aug 29 2018","2458360","557236801","11.11","1.70e-7","9.08e-8","-2.1","-","1e-8","0","bin1226.log"
"Sep 01 2018","2458363","557496001","4.48","7.69e-8","6.78e-8","-2.1","-","1e-8","0","bin1227.log"
"Sep 04 2018","2458366","557755201","5.6","1.58e-7","1.01e-7","-2.1","-","1e-8","0","bin1228.log"
"Sep 07 2018","2458369","558014401","0","< -1.00e+0","-","-","-","1e-8","101","bin1229.log"
"Sep 10 2018","2458372","558273601","2.4","< 1.12e-6","-","-","-","1e-8","101","bin1230.log"
"Sep 13 2018","2458375","558532801","15.5","9.12e-8","3.58e-8","-2.1","-","1e-8","0","bin1231.log"
"Sep 16 2018","2458378","558792001","71.67","2.18e-7","4.40e-8","-2.1","-","1e-8","0","bin1232.log"
"Sep 19 2018","2458381","559051201","28.84","1.26e-7","4.02e-8","-2.1","-","1e-8","0","bin1233.log"
"Sep 22 2018","2458384","559310401","32.55","1.64e-7","4.50e-8","-2.1","-","1e-8","0","bin1234.log"
"Sep 25 2018","2458387","559569601","12.46","9.41e-8","3.74e-8","-2.1","-","1e-8","0","bin1235.log"
"Sep 28 2018","2458390","559828801","26.46","1.23e-7","3.87e-8","-2.1","-","1e-8","0","bin1236.log"
"Oct 01 2018","2458393","560088001","54.95","1.72e-7","3.80e-8","-2.1","-","1e-8","0","bin1237.log"
"Oct 04 2018","2458396","560347201","53.13","1.45e-7","3.50e-8","-2.1","-","1e-8","0","bin1238.log"
"Oct 07 2018","2458399","560606401","12.14","1.64e-7","7.25e-8","-2.1","-","1e-8","0","bin1239.log"
"Oct 25 2018","2458417","562161601","72.39","1.88e-7","4.00e-8","-2.1","-","1e-8","0","bin1245.log"
"Oct 28 2018","2458420","562420801","150.72","2.02e-7","3.30e-8","-2.1","-","1e-8","0","bin1246.log"
"Oct 31 2018","2458423","562680001","136.16","2.38e-7","3.70e-8","-2.1","-","1e-8","0","bin1247.log"
"Nov 03 2018","2458426","562939201","124.3","2.41e-7","4.00e-8","-2.1","-","1e-8","0","bin1248.log"
"Nov 06 2018","2458429","563198401","101.72","2.10e-7","3.90e-8","-2.1","-","1e-8","0","bin1249.log"
"Nov 09 2018","2458432","563457601","155.25","2.70e-7","4.20e-8","-2.1","-","1e-8","0","bin1250.log"
"Nov 12 2018","2458435","563716801","82.65","2.32e-7","4.30e-8","-2.1","-","1e-8","0","bin1251.log"
"Nov 15 2018","2458438","563976001","88.26","1.95e-7","3.90e-8","-2.1","-","1e-8","0","bin1252.log"
"Nov 18 2018","2458441","564235201","90.93","2.86e-7","5.10e-8","-2.1","-","1e-8","0","bin1253.log"
"Nov 21 2018","2458444","564494401","44.56","1.37e-7","3.60e-8","-2.1","-","1e-8","0","bin1254.log"
"Nov 24 2018","2458447","564753601","71.99","1.94e-7","3.80e-8","-2.1","-","1e-8","0","bin1255.log"
"Nov 27 2018","2458450","565012801","126.73","2.77e-7","4.80e-8","-2.1","-","1e-8","0","bin1256.log"
"Nov 30 2018","2458453","565272001","179.65","3.95e-7","5.80e-8","-2.1","-","1e-8","0","bin1257.log"
"Dec 03 2018","2458456","565531201","144.76","3.45e-7","5.60e-8","-2.1","-","1e-8","0","bin1258.log"
"Dec 06 2018","2458459","565790401","150.95","3.37e-7","5.40e-8","-2.1","-","1e-8","0","bin1259.log"
"Dec 09 2018","2458462","566049601","70.9","1.69e-7","3.50e-8","-2.1","-","1e-8","0","bin1260.log"
"Dec 12 2018","2458465","566308801","34.94","8.15e-8","2.50e-8","-2.1","-","1e-8","0","bin1261.log"
"Dec 15 2018","2458468","566568001","5.98","4.96e-8","2.58e-8","-2.1","-","1e-8","0","bin1262.log"
"Dec 18 2018","2458471","566827201","35.96","8.74e-8","2.58e-8","-2.1","-","1e-8","0","bin1263.log"
"Dec 21 2018","2458474","567086401","6.5","3.54e-8","2.09e-8","-2.1","-","1e-8","0","bin1264.log"
"Dec 24 2018","2458477","567345601","15.42","7.32e-8","2.89e-8","-2.1","-","1e-8","0","bin1265.log"
"Dec 27 2018","2458480","567604801","9.01","5.24e-8","2.73e-8","-2.1","-","1e-8","0","bin1266.log"
"Dec 30 2018","2458483","567864001","2.2","< 6.75e-8","-","-","-","1e-8","0","bin1267.log"
